artist,artist_norm,n_reviews,is_various,is_suspicious_token,artist_spotify,match_type,score,spotify_artist_id
phil ochs,phil ochs,1,False,False,,,0.0,
philip samartzis,philip samartzis,1,False,False,,,0.0,
philippe besombes,philippe besombes,1,False,False,,,0.0,
phish,phish,1,False,False,,,0.0,
phoenecia,phoenecia,1,False,False,,,0.0,
phon,phon,1,False,False,,,0.0,
phonophani,phonophani,1,False,False,,,0.0,
photon band,photon band,1,False,False,,,0.0,
phthalocyanine,phthalocyanine,1,False,False,,,0.0,
physics club,physics club,1,False,False,,,0.0,
piano overlord,piano overlord,1,False,False,,,0.0,
pianos become the teeth,pianos become the teeth,1,False,False,,,0.0,
pidgeon,pidgeon,1,False,False,,,0.0,
pieces of peace,pieces of peace,1,False,False,,,0.0,
pierced arrows,pierced arrows,1,False,False,,,0.0,
pierre bastien,pierre bastien,1,False,False,,,0.0,
pierre crube,pierre crube,1,False,False,,,0.0,
pierre de reeder,pierre de reeder,1,False,False,,,0.0,
pierre schaeffer,pierre schaeffer,1,False,False,,,0.0,
pigeon funk,pigeon funk,1,False,False,,,0.0,
pika,pika,1,False,False,,,0.0,
pile,pile,1,False,False,,,0.0,
pillars,pillars,1,False,False,,,0.0,
pillow,pillow,1,False,False,,,0.0,
pillowfight,pillowfight,1,False,False,,,0.0,
pilot to gunner,pilot to gunner,1,False,False,,,0.0,
pinebender,pinebender,1,False,False,,,0.0,
pinegrove,pinegrove,1,False,False,,,0.0,
pink,pink,1,False,False,,,0.0,
pink anvil,pink anvil,1,False,False,,,0.0,
pink frost,pink frost,1,False,False,,,0.0,
pink grease,pink grease,1,False,False,,,0.0,
pins,pins,1,False,False,,,0.0,
pipi skid,pipi skid,1,False,False,,,0.0,
pisces,pisces,1,False,False,,,0.0,
pita,pita,1,False,False,,,0.0,
pixelord,pixelord,1,False,False,,,0.0,
pixeltan,pixeltan,1,False,False,,,0.0,
plague vendor,plague vendor,1,False,False,,,0.0,
plane,plane,1,False,False,,,0.0,
plankton wat,plankton wat,1,False,False,,,0.0,
planning for burial,planning for burial,1,False,False,,,0.0,
plantlife,plantlife,1,False,False,,,0.0,
plastic little,plastic little,1,False,False,,,0.0,
plastikman,plastikman,1,False,False,,,0.0,
plastiscines,plastiscines,1,False,False,,,0.0,
platinum pied pipers,platinum pied pipers,1,False,False,,,0.0,
pleasure forever,pleasure forever,1,False,False,,,0.0,
plone,plone,1,False,False,,,0.0,
plug,plug,1,False,False,,,0.0,
pluxus,pluxus,1,False,False,,,0.0,
pocahaunted,pocahaunted,1,False,False,,,0.0,
pocket rockets,pocket rockets,1,False,False,,,0.0,
polara,polara,1,False,False,,,0.0,
pole v. four tet,pole v. four tet,1,False,False,,,0.0,
polly scattergood,polly scattergood,1,False,False,,,0.0,
polwechsel,polwechsel,1,False,False,,,0.0,
poly,poly,1,False,False,,,0.0,
polygon window,polygon window,1,False,False,,,0.0,
polysick,polysick,1,False,False,,,0.0,
poni hoax,poni hoax,1,False,False,,,0.0,
pop etc,pop etc,1,False,False,,,0.0,
pope francis,pope francis,1,False,False,,,0.0,
popstrangers,popstrangers,1,False,False,,,0.0,
populous,populous,1,False,False,,,0.0,
port st. willow,port st. willow,1,False,False,,,0.0,
portal,portal,1,False,False,,,0.0,
portishead,portishead,1,False,False,,,0.0,
posse,posse,1,False,False,,,0.0,
potty mouth,potty mouth,1,False,False,,,0.0,
poulain,poulain,1,False,False,,,0.0,
powell,powell,1,False,False,,,0.0,
power trip,power trip,1,False,False,,,0.0,
pp bradock,pp bradock,1,False,False,,,0.0,
pre,pre,1,False,False,,,0.0,
prefab sprout,prefab sprout,1,False,False,,,0.0,
preoccupations,preoccupations,1,False,False,,,0.0,
president,president,1,False,False,,,0.0,
pretty good dance moves,pretty good dance moves,1,False,False,,,0.0,
priestbird,priestbird,1,False,False,,,0.0,
priests,priests,1,False,False,,,0.0,
primary 1,primary 1,1,False,False,,,0.0,
primordial,primordial,1,False,False,,,0.0,
prince po,prince po,1,False,False,,,0.0,
princess chelsea,princess chelsea,1,False,False,,,0.0,
princess superstar,princess superstar,1,False,False,,,0.0,
princeton,princeton,1,False,False,,,0.0,
pro era,pro era,1,False,False,,,0.0,
probot,probot,1,False,False,,,0.0,
process of guilt,process of guilt,1,False,False,,,0.0,
processory,processory,1,False,False,,,0.0,
promise,promise,1,False,False,,,0.0,
prophets of rage,prophets of rage,1,False,False,,,0.0,
prosaics,prosaics,1,False,False,,,0.0,
prson sound,prson sound,1,False,False,,,0.0,
pseudosix,pseudosix,1,False,False,,,0.0,
psychic reality,psychic reality,1,False,False,,,0.0,
psychic tv,psychic tv,1,False,False,,,0.0,
public memory,public memory,1,False,False,,,0.0,
puerto muerto,puerto muerto,1,False,False,,,0.0,
puerto rico flowers,puerto rico flowers,1,False,False,,,0.0,
puff daddy,puff daddy,1,False,False,,,0.0,
pullman,pullman,1,False,False,,,0.0,
pumice,pumice,1,False,False,,,0.0,
punch brothers,punch brothers,1,False,False,,,0.0,
pup,pup,1,False,False,,,0.0,
pure bathing culture,pure bathing culture,1,False,False,,,0.0,
purified in blood,purified in blood,1,False,False,,,0.0,
purple city,purple city,1,False,False,,,0.0,
purson,purson,1,False,False,,,0.0,
push button objects,push button objects,1,False,False,,,0.0,
push kings,push kings,1,False,False,,,0.0,
pussy riot,pussy riot,1,False,False,,,0.0,
pwr bttm,pwr bttm,1,False,False,,,0.0,
pwrfl power,pwrfl power,1,False,False,,,0.0,
pyrrhon,pyrrhon,1,False,False,,,0.0,
q-burns abstract message,q-burns abstract message,1,False,False,,,0.0,
qasim naqvi,qasim naqvi,1,False,False,,,0.0,
qluster,qluster,1,False,False,,,0.0,
quakers,quakers,1,False,False,,,0.0,
quannum,quannum,1,False,False,,,0.0,
quarterbacks,quarterbacks,1,False,False,,,0.0,
quartet,quartet,1,False,False,,,0.0,
questlove,questlove,1,False,False,,,0.0,
qui,qui,1,False,False,,,0.0,
quickspace,quickspace,1,False,False,,,0.0,
quiet village,quiet village,1,False,False,,,0.0,
quinn walker,quinn walker,1,False,False,,,0.0,
quix*o*tic,quix*o*tic,1,False,False,,,0.0,
r. andrew lee,r. andrew lee,1,False,False,,,0.0,
r. keenan lawler,r. keenan lawler,1,False,False,,,0.0,
r.a. the rugged man,r.a. the rugged man,1,False,False,,,0.0,
r.l. burnside,r.l. burnside,1,False,False,,,0.0,
rabit,rabit,1,False,False,,,0.0,
rachel goswell,rachel goswell,1,False,False,,,0.0,
rachel zeffira,rachel zeffira,1,False,False,,,0.0,
radical dads,radical dads,1,False,False,,,0.0,
radical face,radical face,1,False,False,,,0.0,
radicalfashion,radicalfashion,1,False,False,,,0.0,
radio citizen,radio citizen,1,False,False,,,0.0,
radio moscow,radio moscow,1,False,False,,,0.0,
rafael toral,rafael toral,1,False,False,,,0.0,
raffertie,raffertie,1,False,False,,,0.0,
ragga twins,ragga twins,1,False,False,,,0.0,
rahel,rahel,1,False,False,,,0.0,
raime,raime,1,False,False,,,0.0,
rain machine,rain machine,1,False,False,,,0.0,
rainstick orchestra,rainstick orchestra,1,False,False,,,0.0,
ramblin' jack elliott,ramblin' jack elliott,1,False,False,,,0.0,
ramesh,ramesh,1,False,False,,,0.0,
ramona lisa,ramona lisa,1,False,False,,,0.0,
ramriddlz,ramriddlz,1,False,False,,,0.0,
rancid,rancid,1,False,False,,,0.0,
randall dunn,randall dunn,1,False,False,,,0.0,
randall of nazareth,randall of nazareth,1,False,False,,,0.0,
random axe,random axe,1,False,False,,,0.0,
random_inc,random_inc,1,False,False,,,0.0,
ranger,ranger,1,False,False,,,0.0,
rangers,rangers,1,False,False,,,0.0,
raphael saadiq,raphael saadiq,1,False,False,,,0.0,
rapper big pooh,rapper big pooh,1,False,False,,,0.0,
ras g,ras g,1,False,False,,,0.0,
ratcliffe,ratcliffe,1,False,False,,,0.0,
rattle,rattle,1,False,False,,,0.0,
raum,raum,1,False,False,,,0.0,
ravi coltrane,ravi coltrane,1,False,False,,,0.0,
ray davies,ray davies,1,False,False,,,0.0,
ray price,ray price,1,False,False,,,0.0,
ray's vast basement,ray's vast basement,1,False,False,,,0.0,
razika,razika,1,False,False,,,0.0,
reading rainbow,reading rainbow,1,False,False,,,0.0,
readymade,readymade,1,False,False,,,0.0,
reagenz,reagenz,1,False,False,,,0.0,
realpeople,realpeople,1,False,False,,,0.0,
rebecca gates,rebecca gates,1,False,False,,,0.0,
rebolledo,rebolledo,1,False,False,,,0.0,
reclinerland,reclinerland,1,False,False,,,0.0,
red death,red death,1,False,False,,,0.0,
red fang,red fang,1,False,False,,,0.0,
red hot valentines,red hot valentines,1,False,False,,,0.0,
red house painters,red house painters,1,False,False,,,0.0,
red monkey,red monkey,1,False,False,,,0.0,
red pill,red pill,1,False,False,,,0.0,
red shirt brigade,red shirt brigade,1,False,False,,,0.0,
redhooker,redhooker,1,False,False,,,0.0,
redshape,redshape,1,False,False,,,0.0,
reefer,reefer,1,False,False,,,0.0,
reflection eternal,reflection eternal,1,False,False,,,0.0,
reggie,reggie,1,False,False,,,0.0,
relay,relay,1,False,False,,,0.0,
release the sunbird,release the sunbird,1,False,False,,,0.0,
relict,relict,1,False,False,,,0.0,
remarc,remarc,1,False,False,,,0.0,
rene hell,rene hell,1,False,False,,,0.0,
renny wilson,renny wilson,1,False,False,,,0.0,
reptar,reptar,1,False,False,,,0.0,
restiform bodies,restiform bodies,1,False,False,,,0.0,
restless people,restless people,1,False,False,,,0.0,
retch,retch,1,False,False,,,0.0,
retsin,retsin,1,False,False,,,0.0,
reuben's accomplice,reuben's accomplice,1,False,False,,,0.0,
rev run,rev run,1,False,False,,,0.0,
revenge,revenge,1,False,False,,,0.0,
reverend charlie jackson,reverend charlie jackson,1,False,False,,,0.0,
rex the dog,rex the dog,1,False,False,,,0.0,
reynols,reynols,1,False,False,,,0.0,
rhettmatic,rhettmatic,1,False,False,,,0.0,
rhythm,rhythm,1,False,False,,,0.0,
rian murphy,rian murphy,1,False,False,,,0.0,
ric ocasek,ric ocasek,1,False,False,,,0.0,
riceboy sleeps,riceboy sleeps,1,False,False,,,0.0,
rich,rich,1,False,False,,,0.0,
rich boy,rich boy,1,False,False,,,0.0,
rich kidz,rich kidz,1,False,False,,,0.0,
richard a. ingram,richard a. ingram,1,False,False,,,0.0,
richard chartier,richard chartier,1,False,False,,,0.0,
richard crandell,richard crandell,1,False,False,,,0.0,
richard davies,richard davies,1,False,False,,,0.0,
richard dawson,richard dawson,1,False,False,,,0.0,
richard devine,richard devine,1,False,False,,,0.0,
richard hell,richard hell,1,False,False,,,0.0,
richard pinhas,richard pinhas,1,False,False,,,0.0,
richard reed parry,richard reed parry,1,False,False,,,0.0,
richard x,richard x,1,False,False,,,0.0,
rider,rider,1,False,False,,,0.0,
riko,riko,1,False,False,,,0.0,
rima kato,rima kato,1,False,False,,,0.0,
rimar,rimar,1,False,False,,,0.0,
rings,rings,1,False,False,,,0.0,
ringworm,ringworm,1,False,False,,,0.0,
rioux,rioux,1,False,False,,,0.0,
rip-off artist,rip-off artist,1,False,False,,,0.0,
ris paul ric,ris paul ric,1,False,False,,,0.0,
rising,rising,1,False,False,,,0.0,
rival schools,rival schools,1,False,False,,,0.0,
river tiber,river tiber,1,False,False,,,0.0,
rlyr,rlyr,1,False,False,,,0.0,
ro james,ro james,1,False,False,,,0.0,
ro maron,ro maron,1,False,False,,,0.0,
rob sonic,rob sonic,1,False,False,,,0.0,
robert ashley,robert ashley,1,False,False,,,0.0,
robert barry,robert barry,1,False,False,,,0.0,
robert beatty,robert beatty,1,False,False,,,0.0,
robert glasper,robert glasper,1,False,False,,,0.0,
robert glasper experiment,robert glasper experiment,1,False,False,,,0.0,
robert glasper trio,robert glasper trio,1,False,False,,,0.0,
robert gomez,robert gomez,1,False,False,,,0.0,
robert henke,robert henke,1,False,False,,,0.0,
robert lippok,robert lippok,1,False,False,,,0.0,
robert plant,robert plant,1,False,False,,,0.0,
roberto cacciapaglia,roberto cacciapaglia,1,False,False,,,0.0,
roberto fonseca,roberto fonseca,1,False,False,,,0.0,
robin fox,robin fox,1,False,False,,,0.0,
robin guthrie,robin guthrie,1,False,False,,,0.0,
robots in disguise,robots in disguise,1,False,False,,,0.0,
rocket juice,rocket juice,1,False,False,,,0.0,
rocky votolato,rocky votolato,1,False,False,,,0.0,
rod lee,rod lee,1,False,False,,,0.0,
rodan,rodan,1,False,False,,,0.0,
roedelius,roedelius,1,False,False,,,0.0,
roedelius schneider,roedelius schneider,1,False,False,,,0.0,
roll deep,roll deep,1,False,False,,,0.0,
rolling blackouts coastal fever,rolling blackouts coastal fever,1,False,False,,,0.0,
rollins band,rollins band,1,False,False,,,0.0,
rolo tomassi,rolo tomassi,1,False,False,,,0.0,
roly porter,roly porter,1,False,False,,,0.0,
roman candle,roman candle,1,False,False,,,0.0,
romanowski,romanowski,1,False,False,,,0.0,
ron sexsmith,ron sexsmith,1,False,False,,,0.0,
rondelles,rondelles,1,False,False,,,0.0,
rone,rone,1,False,False,,,0.0,
roni size,roni size,1,False,False,,,0.0,
ronnie spector,ronnie spector,1,False,False,,,0.0,
roomful of teeth,roomful of teeth,1,False,False,,,0.0,
roommate,roommate,1,False,False,,,0.0,
rooney,rooney,1,False,False,,,0.0,
roosevelt,roosevelt,1,False,False,,,0.0,
roosevelt franklin,roosevelt franklin,1,False,False,,,0.0,
roots,roots,1,False,False,,,0.0,
roots manuva meets wrongtom,roots manuva meets wrongtom,1,False,False,,,0.0,
rose elinor dougall,rose elinor dougall,1,False,False,,,0.0,
rose mcdowall,rose mcdowall,1,False,False,,,0.0,
rose melberg,rose melberg,1,False,False,,,0.0,
ross johnson,ross johnson,1,False,False,,,0.0,
rostam,rostam,1,False,False,,,0.0,
rotoscope,rotoscope,1,False,False,,,0.0,
roxy music,roxy music,1,False,False,,,0.0,
roy harper,roy harper,1,False,False,,,0.0,
roy wood$,roy wood$,1,False,False,,,0.0,
royal blood,royal blood,1,False,False,,,0.0,
royal-t,royal-t,1,False,False,,,0.0,
royce 59,royce 59,1,False,False,,,0.0,
rp boo,rp boo,1,False,False,,,0.0,
rsenkpf,rsenkpf,1,False,False,,,0.0,
ruby isle,ruby isle,1,False,False,,,0.0,
ruby pins,ruby pins,1,False,False,,,0.0,
rudi zygadlo,rudi zygadlo,1,False,False,,,0.0,
ruff sqwad,ruff sqwad,1,False,False,,,0.0,
rumah sakit,rumah sakit,1,False,False,,,0.0,
run-d.m.c.,run-d.m.c.,1,False,False,,,0.0,
russell haswell,russell haswell,1,False,False,,,0.0,
russo duo,russo duo,1,False,False,,,0.0,
rustin man,rustin man,1,False,False,,,0.0,
ryan ferguson,ryan ferguson,1,False,False,,,0.0,
ryan monroe,ryan monroe,1,False,False,,,0.0,
ryan power,ryan power,1,False,False,,,0.0,
rye rye,rye rye,1,False,False,,,0.0,
ryn weaver,ryn weaver,1,False,False,,,0.0,
ryuichi sakamoto,ryuichi sakamoto,1,False,False,,,0.0,
s u r v i v e,s u r v i v e,1,False,False,,,0.0,
"s. araw ""trio"" xi","s. araw ""trio"" xi",1,False,False,,,0.0,
s.a. smash,s.a. smash,1,False,False,,,0.0,
s.c.u.m.,s.c.u.m.,1,False,False,,,0.0,
s.i. futures,s.i. futures,1,False,False,,,0.0,
saba,saba,1,False,False,,,0.0,
sabbath assembly,sabbath assembly,1,False,False,,,0.0,
saboten,saboten,1,False,False,,,0.0,
sachiko m,sachiko m,1,False,False,,,0.0,
sack und blumm,sack und blumm,1,False,False,,,0.0,
sad13,sad13,1,False,False,,,0.0,
sada bonaire,sada bonaire,1,False,False,,,0.0,
sadgiqacea,sadgiqacea,1,False,False,,,0.0,
sagan,sagan,1,False,False,,,0.0,
sailors,sailors,1,False,False,,,0.0,
saint vitus,saint vitus,1,False,False,,,0.0,
salad boys,salad boys,1,False,False,,,0.0,
salk vacchin,salk vacchin,1,False,False,,,0.0,
sally seltmann,sally seltmann,1,False,False,,,0.0,
salt cathedral,salt cathedral,1,False,False,,,0.0,
salvia plath,salvia plath,1,False,False,,,0.0,
sam beam,sam beam,1,False,False,,,0.0,
sam binga,sam binga,1,False,False,,,0.0,
sam champion,sam champion,1,False,False,,,0.0,
sam cohen,sam cohen,1,False,False,,,0.0,
sam shalabi,sam shalabi,1,False,False,,,0.0,
samamidon,samamidon,1,False,False,,,0.0,
sami koivikko,sami koivikko,1,False,False,,,0.0,
samiyam,samiyam,1,False,False,,,0.0,
sammus,sammus,1,False,False,,,0.0,
samo sound boy,samo sound boy,1,False,False,,,0.0,
samothrace,samothrace,1,False,False,,,0.0,
sampha,sampha,1,False,False,,,0.0,
samuel rohrer,samuel rohrer,1,False,False,,,0.0,
samus,samus,1,False,False,,,0.0,
sandro perri,sandro perri,1,False,False,,,0.0,
sandwell district,sandwell district,1,False,False,,,0.0,
sandy bull,sandy bull,1,False,False,,,0.0,
sankofa,sankofa,1,False,False,,,0.0,
sapphire slows,sapphire slows,1,False,False,,,0.0,
saqqara mastabas,saqqara mastabas,1,False,False,,,0.0,
sarah bethe nelson,sarah bethe nelson,1,False,False,,,0.0,
sarah borges,sarah borges,1,False,False,,,0.0,
sarah davachi,sarah davachi,1,False,False,,,0.0,
sarah dougher,sarah dougher,1,False,False,,,0.0,
sarah lee guthrie,sarah lee guthrie,1,False,False,,,0.0,
sarah nixey,sarah nixey,1,False,False,,,0.0,
sarin smoke,sarin smoke,1,False,False,,,0.0,
sascha funke,sascha funke,1,False,False,,,0.0,
sasha,sasha,1,False,False,,,0.0,
saso,saso,1,False,False,,,0.0,
sassyblack,sassyblack,1,False,False,,,0.0,
satoko fujii,satoko fujii,1,False,False,,,0.0,
satoko fujii quartet,satoko fujii quartet,1,False,False,,,0.0,
saturnine,saturnine,1,False,False,,,0.0,
savant,savant,1,False,False,,,0.0,
savoy motel,savoy motel,1,False,False,,,0.0,
say lou lou,say lou lou,1,False,False,,,0.0,
sbach,sbach,1,False,False,,,0.0,
scanners,scanners,1,False,False,,,0.0,
scared of chaka,scared of chaka,1,False,False,,,0.0,
scene creamers,scene creamers,1,False,False,,,0.0,
school of night,school of night,1,False,False,,,0.0,
scientific american,scientific american,1,False,False,,,0.0,
scientist,scientist,1,False,False,,,0.0,
scissors for lefty,scissors for lefty,1,False,False,,,0.0,
scorch trio,scorch trio,1,False,False,,,0.0,
scott h. biram,scott h. biram,1,False,False,,,0.0,
scott hirsch,scott hirsch,1,False,False,,,0.0,
scott kelly,scott kelly,1,False,False,,,0.0,
scott murphy,scott murphy,1,False,False,,,0.0,
scott solter,scott solter,1,False,False,,,0.0,
scott tuma,scott tuma,1,False,False,,,0.0,
screamer,screamer,1,False,False,,,0.0,
scsi-9,scsi-9,1,False,False,,,0.0,
sculpture,sculpture,1,False,False,,,0.0,
sd laika,sd laika,1,False,False,,,0.0,
sea lions,sea lions,1,False,False,,,0.0,
sea oleena,sea oleena,1,False,False,,,0.0,
seachange,seachange,1,False,False,,,0.0,
seams,seams,1,False,False,,,0.0,
sean lennon,sean lennon,1,False,False,,,0.0,
sean o'hagan,sean o'hagan,1,False,False,,,0.0,
seana carmody,seana carmody,1,False,False,,,0.0,
seaworthy,seaworthy,1,False,False,,,0.0,
sebastian blanck,sebastian blanck,1,False,False,,,0.0,
sebo k,sebo k,1,False,False,,,0.0,
secret chiefs 3,secret chiefs 3,1,False,False,,,0.0,
secret machines,secret machines,1,False,False,,,0.0,
secret mommy,secret mommy,1,False,False,,,0.0,
secrets of the moon,secrets of the moon,1,False,False,,,0.0,
seekers who are lovers,seekers who are lovers,1,False,False,,,0.0,
seelenluft,seelenluft,1,False,False,,,0.0,
selby tigers,selby tigers,1,False,False,,,0.0,
sene,sene,1,False,False,,,0.0,
sensations' fix,sensations' fix,1,False,False,,,0.0,
senyawa,senyawa,1,False,False,,,0.0,
seor coconut,seor coconut,1,False,False,,,0.0,
seor coconut y su conjunto,seor coconut y su conjunto,1,False,False,,,0.0,
september collective,september collective,1,False,False,,,0.0,
seratones,seratones,1,False,False,,,0.0,
serpentwithfeet,serpentwithfeet,1,False,False,,,0.0,
seth avett,seth avett,1,False,False,,,0.0,
seth bogart,seth bogart,1,False,False,,,0.0,
sex pistols,sex pistols,1,False,False,,,0.0,
sexwitch,sexwitch,1,False,False,,,0.0,
seymore saves the world,seymore saves the world,1,False,False,,,0.0,
shad,shad,1,False,False,,,0.0,
shalabi,shalabi,1,False,False,,,0.0,
shana cleveland,shana cleveland,1,False,False,,,0.0,
shannon mcardle,shannon mcardle,1,False,False,,,0.0,
shannon stephens,shannon stephens,1,False,False,,,0.0,
shara worden,shara worden,1,False,False,,,0.0,
sharkey,sharkey,1,False,False,,,0.0,
shat,shat,1,False,False,,,0.0,
shawn david mcmillen,shawn david mcmillen,1,False,False,,,0.0,
she wants revenge,she wants revenge,1,False,False,,,0.0,
sheek louch,sheek louch,1,False,False,,,0.0,
shelby lynne,shelby lynne,1,False,False,,,0.0,
shelleydevoto,shelleydevoto,1,False,False,,,0.0,
sherwood,sherwood,1,False,False,,,0.0,
shilpa ray,shilpa ray,1,False,False,,,0.0,
shimmer kids underpop association,shimmer kids underpop association,1,False,False,,,0.0,
shimmering stars,shimmering stars,1,False,False,,,0.0,
shine,shine,1,False,False,,,0.0,
shine 2009,shine 2009,1,False,False,,,0.0,
shiner,shiner,1,False,False,,,0.0,
shirley collins,shirley collins,1,False,False,,,0.0,
shit,shit,1,False,False,,,0.0,
shitdisco,shitdisco,1,False,False,,,0.0,
shivaree,shivaree,1,False,False,,,0.0,
shogun kunitoki,shogun kunitoki,1,False,False,,,0.0,
sholi,sholi,1,False,False,,,0.0,
shonen knife,shonen knife,1,False,False,,,0.0,
shooting spires,shooting spires,1,False,False,,,0.0,
shoplifting,shoplifting,1,False,False,,,0.0,
shout out out out out,shout out out out out,1,False,False,,,0.0,
shub niggurath,shub niggurath,1,False,False,,,0.0,
shudder to think,shudder to think,1,False,False,,,0.0,
shura,shura,1,False,False,,,0.0,
shxcxchcxsh,shxcxchcxsh,1,False,False,,,0.0,
shy boys,shy boys,1,False,False,,,0.0,
shy layers,shy layers,1,False,False,,,0.0,
shye ben tzur,shye ben tzur,1,False,False,,,0.0,
shyne,shyne,1,False,False,,,0.0,
sicilian defense,sicilian defense,1,False,False,,,0.0,
sick,sick,1,False,False,,,0.0,
sick lipstick,sick lipstick,1,False,False,,,0.0,
sick thoughts,sick thoughts,1,False,False,,,0.0,
sid hemphill,sid hemphill,1,False,False,,,0.0,
sidi tour,sidi tour,1,False,False,,,0.0,
sigha,sigha,1,False,False,,,0.0,
sighs,sighs,1,False,False,,,0.0,
signal,signal,1,False,False,,,0.0,
signaldrift,signaldrift,1,False,False,,,0.0,
signer,signer,1,False,False,,,0.0,
silicon,silicon,1,False,False,,,0.0,
silk flowers,silk flowers,1,False,False,,,0.0,
silmaril,silmaril,1,False,False,,,0.0,
silver apples,silver apples,1,False,False,,,0.0,
silver daggers,silver daggers,1,False,False,,,0.0,
simon bookish,simon bookish,1,False,False,,,0.0,
simon wickham-smith,simon wickham-smith,1,False,False,,,0.0,
simply saucer,simply saucer,1,False,False,,,0.0,
sin fang,sin fang,1,False,False,,,0.0,
sin fang bous,sin fang bous,1,False,False,,,0.0,
sing-sing,sing-sing,1,False,False,,,0.0,
single mothers,single mothers,1,False,False,,,0.0,
single unit,single unit,1,False,False,,,0.0,
sinister luck ensemble,sinister luck ensemble,1,False,False,,,0.0,
sinking ships,sinking ships,1,False,False,,,0.0,
sinoia caves,sinoia caves,1,False,False,,,0.0,
sioux falls,sioux falls,1,False,False,,,0.0,
siouxsie sioux,siouxsie sioux,1,False,False,,,0.0,
sissy wish,sissy wish,1,False,False,,,0.0,
sister suvi,sister suvi,1,False,False,,,0.0,
sister vanilla,sister vanilla,1,False,False,,,0.0,
sisterhood of convoluted thinkers,sisterhood of convoluted thinkers,1,False,False,,,0.0,
sisters of love,sisters of love,1,False,False,,,0.0,
sistol,sistol,1,False,False,,,0.0,
six finger satellite,six finger satellite,1,False,False,,,0.0,
sixth great lake,sixth great lake,1,False,False,,,0.0,
skagos,skagos,1,False,False,,,0.0,
skalpel,skalpel,1,False,False,,,0.0,
skaters,skaters,1,False,False,,,0.0,
skeleton key,skeleton key,1,False,False,,,0.0,
ski beatz,ski beatz,1,False,False,,,0.0,
skilliam,skilliam,1,False,False,,,0.0,
skin,skin,1,False,False,,,0.0,
skin town,skin town,1,False,False,,,0.0,
skiptrace,skiptrace,1,False,False,,,0.0,
skream,skream,1,False,False,,,0.0,
sky larkin,sky larkin,1,False,False,,,0.0,
skylar spence,skylar spence,1,False,False,,,0.0,
skyphone,skyphone,1,False,False,,,0.0,
skywave,skywave,1,False,False,,,0.0,
slackjaw,slackjaw,1,False,False,,,0.0,
slapp happy,slapp happy,1,False,False,,,0.0,
slava,slava,1,False,False,,,0.0,
slbyone,slbyone,1,False,False,,,0.0,
sleep,sleep,1,False,False,,,0.0,
sleep over,sleep over,1,False,False,,,0.0,
sleepytime gorilla museum,sleepytime gorilla museum,1,False,False,,,0.0,
slim thug,slim thug,1,False,False,,,0.0,
slint,slint,1,False,False,,,0.0,
slough feg,slough feg,1,False,False,,,0.0,
slow dazzle,slow dazzle,1,False,False,,,0.0,
slow six,slow six,1,False,False,,,0.0,
slow walkers,slow walkers,1,False,False,,,0.0,
slowblow,slowblow,1,False,False,,,0.0,
slug,slug,1,False,False,,,0.0,
slugabed,slugabed,1,False,False,,,0.0,
sluta leta,sluta leta,1,False,False,,,0.0,
small brown bike,small brown bike,1,False,False,,,0.0,
smegma,smegma,1,False,False,,,0.0,
smith,smith,1,False,False,,,0.0,
smoke,smoke,1,False,False,,,0.0,
smoke fairies,smoke fairies,1,False,False,,,0.0,
smokey,smokey,1,False,False,,,0.0,
smoosh,smoosh,1,False,False,,,0.0,
smurphy,smurphy,1,False,False,,,0.0,
snapcase,snapcase,1,False,False,,,0.0,
snapper,snapper,1,False,False,,,0.0,
snd,snd,1,False,False,,,0.0,
snitches,snitches,1,False,False,,,0.0,
snoop lion,snoop lion,1,False,False,,,0.0,
snooty garbagemen,snooty garbagemen,1,False,False,,,0.0,
snowbird,snowbird,1,False,False,,,0.0,
snowden,snowden,1,False,False,,,0.0,
so pitted,so pitted,1,False,False,,,0.0,
so's,so's,1,False,False,,,0.0,
soak,soak,1,False,False,,,0.0,
soap,soap,1,False,False,,,0.0,
sofa surfers,sofa surfers,1,False,False,,,0.0,
soft,soft,1,False,False,,,0.0,
soft canyon,soft canyon,1,False,False,,,0.0,
soft hair,soft hair,1,False,False,,,0.0,
soft landing,soft landing,1,False,False,,,0.0,
softlightes,softlightes,1,False,False,,,0.0,
sohn,sohn,1,False,False,,,0.0,
soilwork,soilwork,1,False,False,,,0.0,
sol seppy,sol seppy,1,False,False,,,0.0,
solar anus,solar anus,1,False,False,,,0.0,
solbakken,solbakken,1,False,False,,,0.0,
soldier,soldier,1,False,False,,,0.0,
soledad brothers,soledad brothers,1,False,False,,,0.0,
solids,solids,1,False,False,,,0.0,
son,son,1,False,False,,,0.0,
sonic liberation front,sonic liberation front,1,False,False,,,0.0,
sonic sum,sonic sum,1,False,False,,,0.0,
sons of magdalene,sons of magdalene,1,False,False,,,0.0,
sons of the morning,sons of the morning,1,False,False,,,0.0,
sophia knapp,sophia knapp,1,False,False,,,0.0,
sophie,sophie,1,False,False,,,0.0,
sore eros,sore eros,1,False,False,,,0.0,
sorry bamba,sorry bamba,1,False,False,,,0.0,
soul clap,soul clap,1,False,False,,,0.0,
souls she said,souls she said,1,False,False,,,0.0,
sound,sound,1,False,False,,,0.0,
sound dimension,sound dimension,1,False,False,,,0.0,
sound providers,sound providers,1,False,False,,,0.0,
soundmurderer,soundmurderer,1,False,False,,,0.0,
